#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1.8%	1780000	-832.9424001073459	291.7370967235604	1.15e+03	4:05:54
1.8%	1785000	-935.6569742785789	305.2095919066681	1.15e+03	4:05:53
1.8%	1790000	-947.3377208236691	320.80894725337964	1.15e+03	4:05:52
1.8%	1795000	-837.5283066346967	300.5105602327056	1.15e+03	4:05:51
1.8%	1800000	-867.6832782663872	267.72776527983694	1.15e+03	4:05:51
1.8%	1805000	-931.1980386964282	311.46855250193056	1.15e+03	4:05:50
1.8%	1810000	-861.3092942878523	286.11493763685957	1.15e+03	4:05:49
1.8%	1815000	-969.6820328549869	276.1631697889416	1.15e+03	4:05:49
1.8%	1820000	-909.8758567609583	323.2942521336109	1.15e+03	4:05:48
1.8%	1825000	-899.2383434293821	293.1115536508048	1.15e+03	4:05:47
1.8%	1830000	-882.7491990380987	312.8431416965981	1.15e+03	4:05:46
1.8%	1835000	-925.7736365245374	316.67592094975936	1.15e+03	4:05:46
1.8%	1840000	-868.6057938610188	293.7061618513945	1.15e+03	4:05:45
1.8%	1845000	-790.8127919303321	263.04397742638787	1.15e+03	4:05:44
1.9%	1850000	-943.1833819428558	272.01681754244305	1.15e+03	4:05:44
1.9%	1855000	-943.9709909637112	276.98617076238594	1.15e+03	4:05:43
1.9%	1860000	-798.9923559353074	291.51158076715836	1.15e+03	4:05:42
1.9%	1865000	-933.1885624907798	333.78596866951835	1.15e+03	4:05:41
1.9%	1870000	-937.4836328552558	282.7329918953677	1.15e+03	4:05:41
1.9%	1875000	-937.523354904239	292.15873220157835	1.15e+03	4:05:40
1.9%	1880000	-927.8100793361889	288.9929444963035	1.15e+03	4:05:39
1.9%	1885000	-938.3277346715181	308.65112412227086	1.15e+03	4:05:38
1.9%	1890000	-894.5366532333006	331.87840789343034	1.15e+03	4:05:38
1.9%	1895000	-933.1229517604344	269.14950781084315	1.15e+03	4:05:37
1.9%	1900000	-941.0493438858554	318.7081768389841	1.15e+03	4:05:36
1.9%	1905000	-818.4444662999756	301.0469377002712	1.15e+03	4:05:36
1.9%	1910000	-844.7809484538566	294.3679949697796	1.15e+03	4:05:35
1.9%	1915000	-848.3108694770634	288.5134420206751	1.15e+03	4:05:34
1.9%	1920000	-909.9958836004757	311.37976799416816	1.15e+03	4:05:34
1.9%	1925000	-888.5433077453745	294.12029115315096	1.15e+03	4:05:33
1.9%	1930000	-948.9755564037074	321.8056484202228	1.15e+03	4:05:32
1.9%	1935000	-965.777724515326	267.76172494072034	1.15e+03	4:05:31
1.9%	1940000	-903.6068274735825	315.73735131537296	1.15e+03	4:05:31
1.9%	1945000	-866.8628492685948	334.53374254606905	1.15e+03	4:05:30
1.9%	1950000	-916.3049894098004	300.7342244451841	1.15e+03	4:05:29
2.0%	1955000	-905.8885252764297	282.8211481328703	1.15e+03	4:05:29
2.0%	1960000	-939.0072710056864	301.96341867499825	1.15e+03	4:05:28
2.0%	1965000	-912.4616930997234	294.93975397302705	1.15e+03	4:05:27
2.0%	1970000	-917.5658095577736	337.514256658423	1.15e+03	4:05:27
2.0%	1975000	-891.7399754838002	315.8836390853323	1.15e+03	4:05:26
2.0%	1980000	-871.8154276977587	289.65064425771646	1.15e+03	4:05:25
2.0%	1985000	-906.8131261404462	309.41668796722985	1.15e+03	4:05:25
2.0%	1990000	-864.7830376338851	281.17636965964545	1.15e+03	4:05:24
2.0%	1995000	-943.1245419335324	301.48318872854276	1.15e+03	4:05:23
2.0%	2000000	-872.1942783084506	299.97183501837975	1.15e+03	4:05:23
2.0%	2005000	-920.2742867774807	289.4382558430581	1.15e+03	4:05:22
2.0%	2010000	-894.6096433095702	323.7982902162262	1.15e+03	4:05:21
2.0%	2015000	-890.73059107928	290.75120841855653	1.15e+03	4:05:20
2.0%	2020000	-894.6706785010277	329.84813601555226	1.15e+03	4:05:20
2.0%	2025000	-992.7734601264146	277.60309909062534	1.15e+03	4:05:19
2.0%	2030000	-882.9617886148445	287.86146282531155	1.15e+03	4:05:18
2.0%	2035000	-863.6997651572518	307.54156577665935	1.15e+03	4:05:18
2.0%	2040000	-932.074206822813	323.7355623908164	1.15e+03	4:05:17
2.0%	2045000	-895.670666637363	302.0657275267736	1.15e+03	4:05:16
2.0%	2050000	-870.7406333770161	287.07103270480803	1.15e+03	4:05:16
2.1%	2055000	-885.2338726500766	321.9022036390929	1.15e+03	4:05:15
2.1%	2060000	-908.1263934170004	312.4295745313898	1.15e+03	4:05:14
2.1%	2065000	-934.1956313732799	307.2090785418174	1.15e+03	4:05:13
2.1%	2070000	-883.5796694018985	317.59299712789044	1.15e+03	4:05:13
2.1%	2075000	-929.2288874856181	308.66755834959224	1.15e+03	4:05:12
2.1%	2080000	-887.1732458902457	280.80575634009205	1.15e+03	4:05:11
2.1%	2085000	-973.770623260351	318.1336402198514	1.15e+03	4:05:11
2.1%	2090000	-883.4087453772242	324.35053977456494	1.15e+03	4:05:10
2.1%	2095000	-930.9813502429641	282.927557274762	1.15e+03	4:05:09
2.1%	2100000	-899.6867145817417	320.1859015568214	1.15e+03	4:05:09
2.1%	2105000	-899.5247332713379	311.610210912081	1.15e+03	4:05:08
2.1%	2110000	-895.8373463775899	278.25765750073947	1.15e+03	4:05:07
2.1%	2115000	-916.695131236325	314.6675062635502	1.15e+03	4:05:07
2.1%	2120000	-859.4331005163364	275.8736363997545	1.15e+03	4:05:06
2.1%	2125000	-920.0737885182087	333.2157638084925	1.15e+03	4:05:05
2.1%	2130000	-855.5403701501467	287.6077077740756	1.15e+03	4:05:04
2.1%	2135000	-880.8561215415021	268.12846943814776	1.15e+03	4:05:04
2.1%	2140000	-928.1390240183022	295.4240511427432	1.15e+03	4:05:03
2.1%	2145000	-892.4451398120584	279.5751071686237	1.15e+03	4:05:02
2.1%	2150000	-967.9371678281087	247.8828405858666	1.15e+03	4:05:02
2.2%	2155000	-892.33192573198	326.82678433631315	1.15e+03	4:05:01
2.2%	2160000	-881.3834937750485	282.8036888330198	1.15e+03	4:05:00
2.2%	2165000	-842.8166366689899	293.80929737456427	1.15e+03	4:04:59
2.2%	2170000	-954.2470587896232	328.68292615166735	1.15e+03	4:04:59
2.2%	2175000	-809.2438598519047	299.32732893242195	1.15e+03	4:04:58
2.2%	2180000	-893.3698237476032	275.81036297122444	1.15e+03	4:04:57
2.2%	2185000	-909.2925264420695	328.79885854802296	1.15e+03	4:04:57
2.2%	2190000	-911.7462154336469	271.23187651999854	1.15e+03	4:04:56
2.2%	2195000	-942.9416425966131	324.0494329858557	1.15e+03	4:04:55
2.2%	2200000	-950.705571824013	288.3503893548366	1.15e+03	4:04:54
2.2%	2205000	-896.8394581675982	279.7535359223986	1.15e+03	4:04:54
2.2%	2210000	-942.9965987053016	295.1921202163204	1.15e+03	4:04:53
2.2%	2215000	-900.9045195628365	306.63731953856995	1.15e+03	4:04:52
2.2%	2220000	-903.4994416038888	326.69802199991585	1.15e+03	4:04:52
2.2%	2225000	-866.0761537837476	293.71095654548225	1.15e+03	4:04:51
2.2%	2230000	-907.9784220762527	292.29314897031355	1.15e+03	4:04:50
2.2%	2235000	-898.723074158235	319.7834117882986	1.15e+03	4:04:49
2.2%	2240000	-892.4749477652958	277.45717505607956	1.15e+03	4:04:49
2.2%	2245000	-827.0324800401186	321.65049873291514	1.15e+03	4:04:48
2.2%	2250000	-936.7917192864751	295.46928660144675	1.15e+03	4:04:47
2.3%	2255000	-932.5311548020815	296.5752406597785	1.15e+03	4:04:47
2.3%	2260000	-937.2459605470692	281.31855713948835	1.15e+03	4:04:46
2.3%	2265000	-910.2010894938807	280.65358266980434	1.15e+03	4:04:45
2.3%	2270000	-872.5517203120672	319.84326279725576	1.15e+03	4:04:44
2.3%	2275000	-950.8457052215208	326.38706128818495	1.15e+03	4:04:44
2.3%	2280000	-907.584607234389	267.41946644999615	1.15e+03	4:04:43
2.3%	2285000	-863.4011980310532	321.58545622760096	1.15e+03	4:04:42
2.3%	2290000	-869.9387592072729	282.588688136755	1.15e+03	4:04:42
2.3%	2295000	-865.0300343077645	294.8031878586663	1.15e+03	4:04:41
2.3%	2300000	-925.5247143689268	293.8777788328793	1.15e+03	4:04:40
2.3%	2305000	-922.8209807770683	296.0426989474831	1.15e+03	4:04:39
2.3%	2310000	-867.9673158798718	285.90602124205776	1.15e+03	4:04:40
2.3%	2315000	-967.2286563081203	295.86218698179414	1.15e+03	4:04:39
2.3%	2320000	-946.7675480311616	317.063133830913	1.15e+03	4:04:39
2.3%	2325000	-934.5960419371041	291.36251538131376	1.15e+03	4:04:38
2.3%	2330000	-910.3562457810848	278.5601530973913	1.15e+03	4:04:37
2.3%	2335000	-836.6950001917029	280.65758375935343	1.15e+03	4:04:37
2.3%	2340000	-922.3399926230016	316.76708627113777	1.15e+03	4:04:36
2.3%	2345000	-886.6064061448131	297.508751065231	1.15e+03	4:04:35
2.4%	2350000	-876.8078888119587	291.5294699361339	1.15e+03	4:04:34
2.4%	2355000	-846.7735026628193	270.2644725873742	1.15e+03	4:04:34
2.4%	2360000	-872.1314126517215	292.1142242137019	1.15e+03	4:04:33
2.4%	2365000	-986.6002497646855	260.78084875012513	1.15e+03	4:04:32
2.4%	2370000	-832.7696606858929	269.076578860426	1.15e+03	4:04:32
2.4%	2375000	-877.6495176296955	323.3369083775638	1.15e+03	4:04:31
2.4%	2380000	-901.4791621739544	338.85716780525576	1.15e+03	4:04:30
2.4%	2385000	-891.533061870676	287.0147529162748	1.15e+03	4:04:29
2.4%	2390000	-905.9737629808196	315.36663879525224	1.15e+03	4:04:29
2.4%	2395000	-927.8575193758033	285.01820923128975	1.15e+03	4:04:28
2.4%	2400000	-941.3083899397517	286.8063655911655	1.15e+03	4:04:27
2.4%	2405000	-912.9608239644267	320.58518384033385	1.15e+03	4:04:27
2.4%	2410000	-911.0695507680267	320.00290957694915	1.15e+03	4:04:26
2.4%	2415000	-885.1981641989026	297.3901402535574	1.15e+03	4:04:25
2.4%	2420000	-871.8287190807075	262.1005138973464	1.15e+03	4:04:24
2.4%	2425000	-922.8901603785123	308.1942393759942	1.15e+03	4:04:24
2.4%	2430000	-913.3696797295653	359.0886605766921	1.15e+03	4:04:23
2.4%	2435000	-888.3619912440195	321.5097992615822	1.15e+03	4:04:22
2.4%	2440000	-811.4897266600312	288.43100634922195	1.15e+03	4:04:21
2.4%	2445000	-963.6697850729105	266.252801644457	1.15e+03	4:04:21
2.5%	2450000	-882.008133156947	302.39342006752787	1.15e+03	4:04:20
2.5%	2455000	-952.7888508606155	302.54189024996856	1.15e+03	4:04:19
2.5%	2460000	-881.2233587550247	307.20220063581564	1.15e+03	4:04:19
2.5%	2465000	-812.9973437963959	305.3749923192667	1.15e+03	4:04:18
2.5%	2470000	-852.1752073166161	311.71218909529864	1.15e+03	4:04:17
2.5%	2475000	-829.4282562219471	314.8406773872565	1.15e+03	4:04:16
2.5%	2480000	-814.4023470456161	315.7758411354979	1.15e+03	4:04:16
2.5%	2485000	-907.0509522643623	263.7251877222586	1.15e+03	4:04:15
2.5%	2490000	-846.7337670234424	308.01842290382564	1.15e+03	4:04:14
2.5%	2495000	-891.1273862769746	309.15737768422326	1.15e+03	4:04:13
2.5%	2500000	-917.3681872791924	321.63085702058333	1.15e+03	4:04:13
2.5%	2505000	-883.2183475345588	289.40386631304955	1.15e+03	4:04:12
2.5%	2510000	-814.7571919089668	320.53482301898487	1.15e+03	4:04:11
2.5%	2515000	-878.9913385926428	317.3652987590071	1.15e+03	4:04:10
2.5%	2520000	-841.7111414237861	287.5999039961121	1.15e+03	4:04:10
2.5%	2525000	-910.6507868213604	328.44987095214805	1.15e+03	4:04:09
2.5%	2530000	-912.1167441341415	308.9224707407804	1.15e+03	4:04:08
2.5%	2535000	-881.9564523239072	317.157175968744	1.15e+03	4:04:07
2.5%	2540000	-941.231367352522	313.1677259529093	1.15e+03	4:04:07
2.5%	2545000	-964.1935175306044	319.4339612564428	1.15e+03	4:04:06
2.5%	2550000	-829.5733021153301	295.5743730691074	1.15e+03	4:04:05
2.6%	2555000	-917.5831305388522	293.40406305701197	1.15e+03	4:04:05
2.6%	2560000	-859.1361683815385	308.120136552197	1.15e+03	4:04:04
2.6%	2565000	-883.8621149823665	284.5685991932841	1.15e+03	4:04:03
2.6%	2570000	-904.6899112321157	288.4171182697954	1.15e+03	4:04:02
2.6%	2575000	-849.3023014870336	288.9961850481697	1.15e+03	4:04:02
2.6%	2580000	-932.3787702018188	302.4639847377569	1.15e+03	4:04:01
2.6%	2585000	-866.7390514801505	335.89130231001127	1.15e+03	4:04:00
2.6%	2590000	-856.6956451713921	330.28167556165005	1.15e+03	4:03:59
2.6%	2595000	-884.4635280707475	330.3448332561849	1.15e+03	4:03:59
2.6%	2600000	-848.9213004999115	315.4822735899059	1.15e+03	4:03:58
2.6%	2605000	-871.7486058425804	300.81573424467547	1.15e+03	4:03:57
2.6%	2610000	-847.2209361587336	284.7904116618391	1.15e+03	4:03:56
2.6%	2615000	-838.9868203508663	292.66905298679137	1.15e+03	4:03:56
2.6%	2620000	-878.6958422221703	301.00464519173187	1.15e+03	4:03:55
2.6%	2625000	-884.0366638632676	302.52224853763676	1.15e+03	4:03:54
2.6%	2630000	-784.5722126071662	287.9431379590818	1.15e+03	4:03:53
2.6%	2635000	-926.0367474578504	269.06670840397646	1.15e+03	4:03:53
2.6%	2640000	-804.7682116157418	322.54234490008804	1.15e+03	4:03:52
2.6%	2645000	-794.2974958801378	307.8298756921827	1.15e+03	4:03:51
2.6%	2650000	-777.8832844105395	277.6420187798754	1.15e+03	4:03:51
2.7%	2655000	-924.3724179022487	278.3546756555905	1.15e+03	4:03:50
2.7%	2660000	-834.2363353917534	315.85897121092233	1.15e+03	4:03:49
2.7%	2665000	-865.2868855400977	288.4453242977736	1.15e+03	4:03:48
2.7%	2670000	-833.4029509258237	333.7488015236246	1.15e+03	4:03:48
2.7%	2675000	-894.5377280603026	295.63485234832433	1.15e+03	4:03:47
2.7%	2680000	-889.4358595360593	266.3730988657753	1.15e+03	4:03:46
2.7%	2685000	-895.6178564921266	298.1943923197759	1.15e+03	4:03:45
2.7%	2690000	-889.8362724874814	314.6917112019793	1.15e+03	4:03:45
2.7%	2695000	-898.0391454221262	293.419207676958	1.15e+03	4:03:44
2.7%	2700000	-879.3097868649886	315.2045120013755	1.15e+03	4:03:43
2.7%	2705000	-888.8572653533993	333.7544228891067	1.15e+03	4:03:42
2.7%	2710000	-830.1085527726182	297.2354535022306	1.15e+03	4:03:42
2.7%	2715000	-866.3140397046114	282.42894215649426	1.15e+03	4:03:41
2.7%	2720000	-915.4146822965744	299.41323662373173	1.15e+03	4:03:40
2.7%	2725000	-798.3075886879063	276.3013065789519	1.15e+03	4:03:39
2.7%	2730000	-860.3653992574816	309.69974025268453	1.15e+03	4:03:39
2.7%	2735000	-887.3839582464487	289.09102079053935	1.15e+03	4:03:38
2.7%	2740000	-917.6898128125023	279.976770265752	1.15e+03	4:03:37
2.7%	2745000	-924.4453481901885	305.6421725139483	1.15e+03	4:03:36
2.8%	2750000	-810.0436820991332	287.9642346130678	1.15e+03	4:03:36
2.8%	2755000	-889.5905105480615	276.88969821065535	1.15e+03	4:03:35
2.8%	2760000	-848.6929749725417	324.11411175575637	1.15e+03	4:03:34
2.8%	2765000	-814.3812126629114	302.40142224662605	1.15e+03	4:03:34
2.8%	2770000	-891.1634427251956	271.73482339637314	1.15e+03	4:03:33
2.8%	2775000	-885.9577523409961	304.30339472408775	1.15e+03	4:03:32
2.8%	2780000	-914.1064264525219	291.4516305576339	1.15e+03	4:03:31
2.8%	2785000	-878.6107492617045	275.49822838611345	1.15e+03	4:03:31
2.8%	2790000	-893.3590566861873	323.0080915637131	1.15e+03	4:03:30
2.8%	2795000	-860.9695303834803	290.55333635358437	1.15e+03	4:03:29
2.8%	2800000	-800.8545600175333	315.9042728033374	1.15e+03	4:03:28
2.8%	2805000	-878.2307577998514	317.4182387951068	1.15e+03	4:03:28
2.8%	2810000	-807.8596490932581	289.2573801419556	1.15e+03	4:03:27
2.8%	2815000	-836.6507318121106	326.08112673853225	1.15e+03	4:03:26
2.8%	2820000	-853.5262468389176	317.57583542974197	1.15e+03	4:03:25
2.8%	2825000	-886.8749504899131	289.00121121024785	1.15e+03	4:03:25
2.8%	2830000	-837.0387592579677	318.71204566111004	1.15e+03	4:03:24
2.8%	2835000	-899.8895756449011	337.6977777079877	1.15e+03	4:03:23
2.8%	2840000	-894.1839003797704	305.3302859302557	1.15e+03	4:03:22
2.8%	2845000	-876.1325022870602	318.6584112210391	1.15e+03	4:03:22
2.9%	2850000	-830.9282262659528	319.43161350968256	1.15e+03	4:03:21
2.9%	2855000	-875.9645133576757	312.3308699668942	1.15e+03	4:03:24
2.9%	2860000	-911.2110151004374	340.59853456420655	1.15e+03	4:03:23
2.9%	2865000	-861.1233926170673	304.89499384080165	1.15e+03	4:03:25
2.9%	2870000	-889.5329512845312	318.65450933205733	1.15e+03	4:03:24
2.9%	2875000	-855.2789110103781	281.9186875049928	1.15e+03	4:03:23
2.9%	2880000	-936.8766402574544	297.61678048305583	1.15e+03	4:03:22
2.9%	2885000	-916.7594084929514	300.09894401198824	1.15e+03	4:03:21
2.9%	2890000	-869.5890506587388	283.79222248648597	1.15e+03	4:03:21
2.9%	2895000	-842.1113261667515	279.43450689785806	1.15e+03	4:03:20
2.9%	2900000	-868.6564933733343	340.1924735752597	1.15e+03	4:03:19
2.9%	2905000	-927.1355594323092	322.221298797345	1.15e+03	4:03:18
2.9%	2910000	-958.2078770061937	285.608419540061	1.15e+03	4:03:18
2.9%	2915000	-864.7442014550954	274.0838928308014	1.15e+03	4:03:17
2.9%	2920000	-846.344542975457	267.1620905780526	1.15e+03	4:03:16
2.9%	2925000	-862.5347845527372	319.67825918692637	1.15e+03	4:03:18
2.9%	2930000	-880.1496647188565	274.52712096564204	1.15e+03	4:03:21
2.9%	2935000	-863.1295380098361	317.0344979338098	1.15e+03	4:03:20
2.9%	2940000	-808.8710258384842	289.466792539594	1.15e+03	4:03:19
2.9%	2945000	-845.7720028511225	271.84746564057895	1.15e+03	4:03:18
3.0%	2950000	-824.4536636165737	315.0274720555432	1.15e+03	4:03:18
3.0%	2955000	-870.0631730026181	273.49452572685243	1.15e+03	4:03:17
3.0%	2960000	-904.7014737432951	279.174072341755	1.15e+03	4:03:16
3.0%	2965000	-867.353220652944	310.5154003841463	1.15e+03	4:03:15
3.0%	2970000	-813.5434967148782	310.69330006822884	1.15e+03	4:03:14
3.0%	2975000	-827.9876052381726	270.98658658384164	1.15e+03	4:03:13
3.0%	2980000	-939.9842027324645	289.61430378321705	1.15e+03	4:03:13
3.0%	2985000	-910.5831584204861	296.39949032132154	1.15e+03	4:03:12
3.0%	2990000	-851.4938647083816	309.4236650737988	1.15e+03	4:03:11
3.0%	2995000	-876.5272936431091	314.71069157719546	1.15e+03	4:03:10
3.0%	3000000	-838.6244080676804	264.1071760401994	1.15e+03	4:03:10
3.0%	3005000	-875.9594266477653	305.35743381884896	1.15e+03	4:03:09
3.0%	3010000	-948.7166462882411	276.0154932110397	1.15e+03	4:03:08
3.0%	3015000	-919.2483555670954	296.9786563002631	1.15e+03	4:03:07
3.0%	3020000	-836.8185240120346	298.8288130147215	1.15e+03	4:03:07
3.0%	3025000	-930.1067040687151	287.885469362606	1.15e+03	4:03:06
3.0%	3030000	-886.3678980349562	271.4141079621879	1.15e+03	4:03:05
3.0%	3035000	-812.819319412701	314.43372359320375	1.15e+03	4:03:04
3.0%	3040000	-933.067485987435	307.5665643196271	1.15e+03	4:03:04
3.0%	3045000	-872.9080813839971	272.4480754754922	1.15e+03	4:03:03
3.0%	3050000	-889.0980029421777	292.7889203389845	1.15e+03	4:03:02
3.1%	3055000	-904.7012905065412	283.20588099984064	1.15e+03	4:03:01
3.1%	3060000	-893.6382477588348	303.46319898563917	1.15e+03	4:03:01
3.1%	3065000	-902.5232754203253	276.14870303953904	1.15e+03	4:03:00
3.1%	3070000	-828.483229849877	304.1644147292552	1.15e+03	4:02:59
3.1%	3075000	-896.2029023179979	308.5570819844399	1.15e+03	4:02:58
3.1%	3080000	-788.1538494836415	292.3143117580112	1.15e+03	4:02:57
3.1%	3085000	-884.1526080387985	275.4652276640475	1.15e+03	4:02:57
3.1%	3090000	-895.7794405527651	307.33803927934935	1.15e+03	4:02:56
3.1%	3095000	-821.7424598583613	321.0124737506897	1.15e+03	4:02:55
3.1%	3100000	-911.0076680950165	317.2554837309703	1.15e+03	4:02:54
3.1%	3105000	-868.4578638620642	287.72413617326794	1.15e+03	4:02:54
3.1%	3110000	-860.3106681132692	291.6699379394764	1.15e+03	4:02:53
3.1%	3115000	-926.9223299799379	252.23774549175343	1.15e+03	4:02:52
3.1%	3120000	-860.7035671735491	302.3220617927602	1.15e+03	4:02:51
3.1%	3125000	-910.7189054169894	270.1673552319559	1.15e+03	4:02:51
3.1%	3130000	-839.6590884727864	296.0566862274769	1.15e+03	4:02:50
3.1%	3135000	-883.3958049460147	309.20433261942713	1.15e+03	4:02:49
3.1%	3140000	-851.2307306451924	293.4183479387078	1.15e+03	4:02:48
3.1%	3145000	-929.5494330461582	334.28729526995994	1.15e+03	4:02:47
3.1%	3150000	-861.2643527266192	271.2723834183259	1.15e+03	4:02:46
3.2%	3155000	-897.9084419054641	332.7915821825797	1.15e+03	4:02:46
3.2%	3160000	-863.4252469247251	289.41424930576363	1.15e+03	4:02:45
3.2%	3165000	-914.9916718382748	342.29268185310707	1.15e+03	4:02:44
3.2%	3170000	-940.9090374626867	330.03846883740704	1.15e+03	4:02:43
3.2%	3175000	-823.1826843661494	318.2506638224477	1.15e+03	4:02:43
3.2%	3180000	-847.7878883289137	269.6701289216308	1.15e+03	4:02:42
3.2%	3185000	-912.7477818997763	269.74519068424553	1.15e+03	4:02:41
3.2%	3190000	-867.6847488029756	307.62892840962337	1.15e+03	4:02:40
3.2%	3195000	-887.2967712435795	281.7250479975602	1.15e+03	4:02:39
3.2%	3200000	-839.8238404928892	284.7076122549724	1.15e+03	4:02:39
3.2%	3205000	-876.3867059506872	302.6893022930243	1.15e+03	4:02:38
3.2%	3210000	-828.6733507978089	305.04895312130134	1.15e+03	4:02:37
3.2%	3215000	-898.0623728821835	306.03963612039297	1.15e+03	4:02:36
3.2%	3220000	-888.8628058565766	284.8179232858459	1.15e+03	4:02:36
3.2%	3225000	-879.6953214557178	300.47779097863014	1.15e+03	4:02:35
3.2%	3230000	-742.347465149091	310.2521551453022	1.15e+03	4:02:34
3.2%	3235000	-880.9964607602167	291.4854579510942	1.15e+03	4:02:33
3.2%	3240000	-859.962430804295	286.4008998056227	1.15e+03	4:02:33
3.2%	3245000	-815.7684434237582	310.6337466609737	1.15e+03	4:02:32
3.2%	3250000	-782.4975465527684	334.330216048759	1.15e+03	4:02:31
3.3%	3255000	-853.0394370185942	322.2250684189036	1.15e+03	4:02:30
3.3%	3260000	-917.099800197882	314.5592123108791	1.15e+03	4:02:29
3.3%	3265000	-809.7524193219903	318.8447098864891	1.15e+03	4:02:29
3.3%	3270000	-947.2206040517873	277.793762581038	1.15e+03	4:02:28
3.3%	3275000	-866.2895013012458	280.46943334997985	1.15e+03	4:02:27
3.3%	3280000	-949.5243056429301	305.224009055787	1.15e+03	4:02:26
3.3%	3285000	-849.5544913651916	303.94213932471934	1.15e+03	4:02:26
3.3%	3290000	-824.0060016160909	337.4577784687552	1.15e+03	4:02:25
3.3%	3295000	-858.0367547186464	292.3435097916626	1.15e+03	4:02:24
3.3%	3300000	-906.5426203921935	282.0200704848064	1.15e+03	4:02:23
3.3%	3305000	-959.5873239122542	317.64388701893193	1.15e+03	4:02:22
3.3%	3310000	-891.827540521661	302.64889459526427	1.15e+03	4:02:22
3.3%	3315000	-929.6992318616434	297.50243529577745	1.15e+03	4:02:21
3.3%	3320000	-955.3595578765542	317.54243790540676	1.15e+03	4:02:20
3.3%	3325000	-914.5203377953549	317.12880460648694	1.15e+03	4:02:19
3.3%	3330000	-897.407747247049	283.33775162068105	1.15e+03	4:02:18
3.3%	3335000	-929.1385529269517	311.8268649511347	1.15e+03	4:02:18
3.3%	3340000	-884.8042462166335	294.1850691236189	1.15e+03	4:02:17
3.3%	3345000	-975.4343442892688	344.98035589069616	1.15e+03	4:02:16
3.4%	3350000	-915.0265265673405	324.46438895900667	1.15e+03	4:02:15
3.4%	3355000	-899.3571117045872	300.3688026219878	1.15e+03	4:02:14
3.4%	3360000	-892.4487544184168	283.8797504537288	1.15e+03	4:02:14
3.4%	3365000	-911.5910722875356	323.25893673164063	1.15e+03	4:02:13
